22.8577084204636,0.470406862694006,22.5540701613406,0.650690215741882,31.1520799345425,0,0,0,0
15.2652346104671,0.555874313268845,24.2245091884818,0.54239754552322,37.4900799059043,0,0,0,0
14.4343074061909,0.959258871461703,33.0333190752951,0.806712428312838,23.4064159357778,0,0,0,0
12.7327004359091,0.646635511208542,29.2863357174862,0.706479339584281,32.6551671570378,0,0,0,0
18.1218013181517,0.60180820781668,14.5934421516687,0.504002039582595,4.1304044048699,0,0,0,0
21.6517195089279,0.822981052524505,19.573520271694,0.884901297536053,10.3721080575161,0,0,0,0
20.3512221107233,0.933602411847339,11.0407132413237,0.628618481457615,14.6859422750146,0,0,0,0
18.2422091096927,0.757792613186311,32.2379378435762,0.814071336813856,21.0004519869776,0,0,0,0
11.7215698379388,0.862052252634631,10.315053030196,0.468170621895895,42.0351055427545,0,0,0,0
16.4930296752885,0.704668974813213,4.85915198032035,0.74025856205709,8.41536505960926,0,0,0,0
